id,substance,other_names,used_for
10049-04-4,CHLORINE DIOXIDE,CHLORINE DIOXIDE; CHLORINE PEROXIDE; CHLORINE OXIDE (CLO2),ANTIMICROBIAL AGENT; FLOUR TREATING AGENT; FUMIGANT
977091-22-7,"CHLORINE SOLUTION, AQUEOUS","CHLORINE SOLUTION, AQUEOUS; CHLORINE WATER",ANTIMICROBIAL AGENT; FUMIGANT
76-13-1,CHLOROFLUOROCARBON 113,"1,1,2-TRICHLORO-1,2,2-TRIFLUOROETHANE; FLUOROCARBON 113; ETHANE, 1,1,2-TRICHLORO-1,2,2-TRIFLUORO; CHLOROFLUOROCARBON 113; PROPELLANT 113; REFRIGERANT 113",FREEZING OR COOLING AGENT; DIRECT CONTACT
977084-30-2,CHLOROFLUOROCARBONS--PROHIBITED,CHLOROFLUOROCARBON; CHLOROFLUOROCARBON PROPELLANT; HYDROCHLOROFLUOROCARBON; FLUOROCHLOROHYDROCARBON,PROPELLANT
67-66-3,CHLOROFORM,"CHLOROFORM; TRICHLOROMETHANE; METHANE, TRICHLORO; trichloroform",PROCESSING AID
107-30-2,CHLOROMETHYL METHYL ETHER,"CHLOROMETHYL METHYL ETHER; ALPHA,ALPHA-DICHLORODIMETHYL ETHER; CHLOROMETHOXYMETHANE; ETHER, CHLOROMETHYL METHYL; METHYL CHLOROMETHYL ETHER; METHANE, CHLOROMETHOXY; METHOXYMETHYL CHLORIDE; METHOXYCHLOROMETHANE",PROCESSING AID
76-15-3,CHLOROPENTAFLUOROETHANE,"CHLOROPENTAFLUOROETHANE; ETHANE, CHLOROPENTAFLUORO; CHLOROPERFLUOROETHANE; PROPELLANT 115; REFRIGERANT 115; 1-CHLORO-1,1,2,2,2-PENTAFLUOROETHANE",PROPELLANT
1406-65-1,CHLOROPHYLL,CHLOROPHYLL; CHLOROPHYLLS,
977188-01-4,CHOLINE CHLORIDE(ALSO INCLUDES CHOLINE),"CHOLINE/CHOLINE CHLORIDE MIXTURE; choline chloride, mixture with choline; choline, mixture with choline chloride",FLAVORING AGENT OR ADJUVANT
223748-32-1,CHRYSANTHEMUM EXTRACT,"FLORIST'S CHRYSANTHEMUM EXTRACT; Chrysanthemum morifolium, ext.; chrysanthemum moriflorium extract; chrysanthemum extract (chrysanthemum moriflorium); dendranthema grandiflora extract; chrysanthemum x moriflorium extract",FLAVORING AGENT OR ADJUVANT
977165-51-7,"CHYMOSIN PREPARATION, ASPERGILLUS NIGER VAR. AWAMORI","CHYMOSIN PREPARATION, ASPERGILLUS AWAMORI; CHYMOSIN PREPARATION, ASPERGILLUS NIGER VAR. AWAMORI; CHYMOSIN PREPARATION, ASPERGILLUS NIGER VAN TIEGHEM VAR. AWAMORI (NAKAZAWA) AL-MUSALLAM; CHYMOSIN PREPARATION, ASPERGILLUS AWAMORI NAKAZAWA",ENZYME; PROCESSING AID; STABILIZER OR THICKENER
977165-50-6,"CHYMOSIN PREPARATION, ESCHERICHIA COLI K-12","CHYMOSIN PREPARATION, ESCHERICHIA COLI K-12",ENZYME; PROCESSING AID; STABILIZER OR THICKENER
977156-61-8,"CHYMOSIN PREPARATION, KLUYVEROMYCES MARXIANUS VAR. LACTIS","CHYMOSIN PREPARATION, KLUYVEROMYCES MARXIANUS VAR. LACTIS; CHYMOSIN, KLUYVEROMYCES LACTIS; KLUYVEROMYCES LACTIS CHYMOSIN; KLUYVEROMYCES MARXIANUS VAR. LACTIS RENNIN; KLUYVEROMYCES LACTIS RENNIN; RENNIN, KLUYVEROMYCES LACTIS",ENZYME
977052-81-5,"CINCHONA BARK, RED (CINCHONA SUCCIRUBRA PAV. OR ITS HYBRIDS)","CINCHONA, RED; CINCHONA BARK, RED; CINCHONA OFFICINALIS; CINCHONA PUBESCENS; CINCHONA SUCCIRUBRA; QUININE (PLANT); RED CINCHONA",FLAVORING AGENT OR ADJUVANT
977038-61-1,"CINCHONA BARK, RED, EXTRACT (CINCHONA SUCCIRUBRA PAV. OR ITS HYBRIDS)","CINCHONA BARK EXTRACT, RED",FLAVORING AGENT OR ADJUVANT
977052-82-6,"CINCHONA BARK, YELLOW (CINCHONA SPP.)","CINCHONA, YELLOW; CINCHONA BARK, YELLOW; CINCHONA CALISAYA; CINCHONA LEDGERIANA; CALISAYA; YELLOW CINCHONA",FLAVORING AGENT OR ADJUVANT
977083-24-1,"CINCHONA BARK, YELLOW, EXTRACT (CINCHONA SPP.)","CINCHONA BARK EXTRACT, YELLOW; CINCHONA CALISAYA BARK EXTRACT",FLAVORING AGENT OR ADJUVANT
68990-12-5,"CINCHONA, EXTRACT (CINCHONA SPP.)","CINCHONA BARK OIL; OILS, CINCHONA; CINCHONA OIL; QUININE EXTRACT",FLAVORING AGENT OR ADJUVANT
470-67-7,"1,4-CINEOLE","1,4-CINEOLE; 1,4-EPOXY-P-MENTHANE; 7-OXABICYCLO(2.2.1)HEPTANE, 1-METHYL-4-(1-METHYLETHYL); 1-METHYL-4-(1-METHYLETHYL)-7-OXABICYCLO(2.2.1)HEPTANE; P-MENTHANE, 1,4-EPOXY; 7-OXABICYCLO(2.2.1)HEPTANE, 1-ISOPROPYL-4-METHYL; 1-ISOPROPYL-4-METHYL-7-OXABICYCLO(2.2.1)HEPTANE; ISOCINEOLE",FLAVORING AGENT OR ADJUVANT
104-55-2,CINNAMALDEHYDE,"CINNAMALDEHYDE; CINNAMIC ALDEHYDE; PHENYLACROLEIN; BETA-PHENYLACROLEIN; 3-PHENYL-2-PROPEN-1-AL; 3-PHENYL-2-PROPENAL; 2-PROPENAL, 3-PHENYL",FLAVORING AGENT OR ADJUVANT
5660-60-6,CINNAMALDEHYDE ETHYLENE GLYCOL ACETAL,"CINNAMALDEHYDE ETHYLENE GLYCOL ACETAL; CINNAMIC ALDEHYDE ETHYLENE GLYCOL ACETAL; CINNCLOVAL; CINNAMALDEHYDE CYCLIC ETHYLENE ACETAL; 2-STYRYL-M-DIOXOLANE; 2-STYRYL-1,3-DIOXOLANE; 1,3-DIOXOLANE, 2-(2-PHENYLETHENYL); 2-(2-PHENYLETHENYL)-1,3-DIOXOLANE; 1,3-DIOXOLANE, 2-STYRYL",FLAVORING AGENT OR ADJUVANT
4353-01-9,CINNAMALDEHYDE PROPYLENEGLYCOL ACETAL,"CINNAMALDEHYDE PROPYLENE GLYCOL ACETAL; 1,3-dioxolane, 4-methyl-2-(2-phenylethenyl); 1,3-dioxolane, 4-methyl-2-styryl; 4-methyl-2-(2-phenylethenyl)-1,3-dioxolane; 4-methyl-2-styryl-1,3-dioxolane; InChI=1S/C12H14O2/c1-10-9-13-12(14-10)8-7-11-5-3-2-4-6-11/h2-8,10,12H,9H2,1H3; InChIKey: MQLAQZSLFAOEAK-UHFFFAOYSA-N",FLAVORING AGENT OR ADJUVANT
621-82-9,CINNAMIC ACID,"CINNAMIC ACID; 3-PHENYLPROPENOIC ACID; BENZYLIDENEACETIC ACID; BETA-PHENYLACRYLIC ACID; 3-PHENYLACRYLIC ACID; BENZENEPROPENOIC ACID; CINNAMYLIC ACID; 2-PROPENOIC ACID, 3-PHENYL; 3-PHENYL-2-PROPENOIC ACID",FLAVORING AGENT OR ADJUVANT
977000-66-0,CINNAMON (CINNAMOMUM SPP.),CINNAMON; CINNAMON NF; CASSIA; CANNELLE (CINNAMOMUM SPP.),FLAVORING AGENT OR ADJUVANT; PROCESSING AID; SURFACE-FINISHING AGENT
977038-60-0,"CINNAMON BARK, EXTRACT (CINNAMOMUM SPP.)",CINNAMON BARK EXTRACT; CASSIA BARK EXTRACT; CEYLON CINNAMON BARK EXTRACT,FLAVORING AGENT OR ADJUVANT
8007-80-5,"CINNAMON BARK, OIL (CINNAMOMUM SPP.)","CINNAMON OIL; CASSIA OIL; CINNAMON OIL, CHINESE; CINNAMON BARK OIL; CASSIA BARK OIL; CINNAMON OIL, CEYLON; OILS, CASSIA",FLAVORING AGENT OR ADJUVANT
977091-23-8,"CINNAMON BARK OLEORESIN, CEYLON, CHINESE, OR SAIGON (CINNAMOMUM SPP.)",CINNAMON BARK OLEORESIN,FLAVORING AGENT OR ADJUVANT
8015-96-1,"CINNAMON LEAF, OIL (CINNAMOMUM SPP.)","CINNAMON LEAF OIL; CINNAMON LEAF OIL, CEYLON; CINNAMON LEAF OIL, CHINESE; OILS, CINNAMON; CINNAMON LEAF OIL, SAIGON",FLAVORING AGENT OR ADJUVANT
977184-45-4,"CINNAMON LEAF OIL, RECTIFIED","CINNAMON LEAF OIL, RECTIFIED",
103-54-8,CINNAMYL ACETATE,"CINNAMYL ACETATE; 3-PHENYL-2-PROPEN-1-YL ACETATE; 3-PHENYLALLYL ACETATE; 2-PROPEN-1-OL, 3-PHENYL-, ACETATE; CINNAMYL ALCOHOL, ACETATE; GAMMA-PHENYLALLYL ACETATE; 1-ACETOXY-3-PHENYL-2-PROPENE",FLAVORING AGENT OR ADJUVANT
104-54-1,CINNAMYL ALCOHOL,"CINNAMYL ALCOHOL; 3-PHENYL-2-PROPEN-1-OL; CINNAMIC ALCOHOL; GAMMA-PHENYLALLYL ALCOHOL; STYRYL CARBINOL; ZIMTALCOHOL; 2-PROPEN-1-OL, 3-PHENYL; 1-PHENYLPROP-1-EN-3-OL",FLAVORING AGENT OR ADJUVANT
87-29-6,CINNAMYL ANTHRANILATE--PROHIBITED,"CINNAMYL ANTHRANILATE; ANTHRANILIC ACID, CINNAMYL ESTER; CINNAMYL O-AMINOBENZOATE; CINNAMYL 2-AMINOBENZOATE; 3-PHENYL-2-PROPEN-1-YL 2-AMINOBENZOATE; 3-PHENYL-2-PROPENYL ANTHRANILATE; 2-PROPEN-1-OL, 3-PHENYL-, 2-AMINOBENZOATE",FLAVORING AGENT OR ADJUVANT
5320-75-2,CINNAMYL BENZOATE,"CINNAMYL BENZOATE; 3-PHENYL-2-PROPEN-1-YL BENZOATE; 2-PROPEN-1-OL, 3-PHENYL-, BENZOATE; CINNAMYL ALCOHOL, BENZOATE",FLAVORING AGENT OR ADJUVANT
103-61-7,CINNAMYL BUTYRATE,"CINNAMYL BUTYRATE; 3-PHENYL-2-PROPEN-1-YL BUTYRATE; 3-PHENYLALLYL BUTYRATE; 3-PHENYL-2-PROPEN-1-YL BUTANOATE; BUTANOIC ACID, 3-PHENYL-2-PROPENYL ESTER; 3-PHENYL-2-PROPENYL BUTANOATE; BUTYRIC ACID, CINNAMYL ESTER",FLAVORING AGENT OR ADJUVANT
122-69-0,CINNAMYL CINNAMATE,"CINNAMYL CINNAMATE; STYRACIN; CINNAMYL BETA-PHENYLACRYLATE; PHENYLALLYL CINNAMATE; 3-PHENYL-2-PROPEN-1-YL 3-PHENYLPROPENOATE; 3-PHENYLALLYL CINNAMATE; 2-PROPENOIC ACID, 3-PHENYL-, 3-PHENYL-2-PROPENYL ESTER; CINNAMIC ACID, CINNAMYL ESTER; 3-PHENYL-2-PROPENYL 3-PHENYL-2-PROPENOATE",FLAVORING AGENT OR ADJUVANT
104-65-4,CINNAMYL FORMATE,"CINNAMYL FORMATE; CINNAMYL METHANOATE; 3-PHENYL-2-PROPEN-1-YL FORMATE; 3-PHENYLALLYL FORMATE; 2-PROPEN-1-OL, 3-PHENYL-, FORMATE; CINNAMYL ALCOHOL, FORMATE; GAMMA-PHENYLALLYL FORMATE",FLAVORING AGENT OR ADJUVANT
103-59-3,CINNAMYL ISOBUTYRATE,"CINNAMYL ISOBUTYRATE; CINNAMYL 2-METHYLPROPANOATE; 3-PHENYL-2-PROPEN-1-YL ISOBUTYRATE; 3-PHENYL-2-PROPEN-1-YL 2-METHYLPROPANOATE; PROPANOIC ACID, 2-METHYL-, 3-PHENYL-2-PROPENYL ESTER; ISOBUTYRIC ACID, CINNAMYL ESTER",FLAVORING AGENT OR ADJUVANT
140-27-2,CINNAMYL ISOVALERATE,"CINNAMYL ISOVALERATE; 3-PHENYL-2-PROPENYL 3-METHYLBUTANOATE; CINNAMYL 3-METHYLBUTANOATE; 3-PHENYLALLYL ISOVALERATE; 3-PHENYLALLYL 3-METHYLBUTANOATE; CINNAMYL ISOVALERIANATE; BUTANOIC ACID, 3-METHYL-, 3-PHENYL-2-PROPENYL ESTER; ISOVALERIC ACID, CINNAMYL ESTER",FLAVORING AGENT OR ADJUVANT
7492-65-1,CINNAMYL PHENYLACETATE,"CINNAMYL PHENYLACETATE; BENZENEACETIC ACID, 3-PHENYL-2-PROPENYL ESTER; ACETIC ACID, PHENYL-, CINNAMYL ESTER; CINNAMYL ALPHA-TOLUATE; 3-PHENYL-2-PROPEN-1-YL PHENYLACETATE; 3-PHENYLALLYL PHENYLACETATE; 3-PHENYL-2-PROPENYL BENZENEACETATE",FLAVORING AGENT OR ADJUVANT
103-56-0,CINNAMYL PROPIONATE,"CINNAMYL PROPIONATE; GAMMA-PHENYLALLYL PROPIONATE; 3-PHENYL-2-PROPEN-1-YL PROPANOATE; 3-PHENYL-2-PROPENYL PROPANOATE; 3-PHENYLALLYL PROPIONATE; 2-PROPEN-1-OL, 3-PHENYL-, PROPANOATE; CINNAMYL ALCOHOL, PROPIONATE; PROPIONIC ACID, CINNAMYL ESTER",FLAVORING AGENT OR ADJUVANT
6290-17-1,"CIS- AND TRANS-ETHYL 2,4-DIMETHYL-1,3-DIOXOLANE-2-ACETATE","ETHYL ACETOACETATE PROPYLENE GLYCOL KETAL; 1,3-dioxolane-2-acetic acid, 2,4-dimethyl-, ethyl ester; ethyl 2,4-dimethyl-1,3-dioxolane-2-acetic acid; 2,4-dimethyl-2-((ethoxycarbonyl)methyl)-1,3-dioxolane; InChI: InChI=1S/C9H16O4/c1-4-11-8(10)5-9(3)12-6-7(2)13-9/h7H,4-6H2,1-3H3; InChIKey: GSIXJEIRJVOUFB-UHFFFAOYSA-N",FLAVORING AGENT OR ADJUVANT
83418-54-6,CIS- AND TRANS-5-ETHYL-4-METHYL-2-(2-BUTYL)-THIAZOLINE,"2-SEC-BUTYL-5-ETHYL-4-METHYL-3-THIAZOLINE; thiazole, 5-ethyl-2,5-dihydro-4-methyl-2-(1-methylpropyl); 5-ethyl-2,5-dihydro-4-methyl-2-(1-methylpropyl)thiazole; 5-ethyl-4-methyl-2-(1-methylpropyl)-3-thiazoline; InChI=1S/C10H19NS/c1-5-7(3)10-11-8(4)9(6-2)12-10/h7-9H,5-6H2,1-4H3; RFBWQYHRQKASFM-UHFFFAOYSA-N; InChI=1S/C10H19NS/c1-5-9-8(4)11-10(12-9)6-7(2)3/h7-9H,5-6H2,1-4H3; InChIKey: VRMJLCZXVASWQJ-UHFFFAOYSA-N",FLAVORING AGENT OR ADJUVANT
83418-53-5,CIS AND TRANS-5-ETHYL-4-METHYL-2-(2-METHYLPROPYL)-THIAZOLINE,"2-ISOBUTYL-5-ETHYL-4-METHYL-3-THIAZOLINE; thiazole, 5-ethyl-2,5-dihydro-4-methyl-2-(2-methylpropyl); 5-ethyl-2,5-dihydro-4-methyl-2-(2-methylpropyl)thiazole; 5-ethyl-4-methyl-2-(2-methylpropyl)thiazoline; InChI=1S/C10H19NS/c1-5-9-8(4)11-10(12-9)6-7(2)3/h7-9H,5-6H2,1-4H3; InChIKey: VRMJLCZXVASWQJ-UHFFFAOYSA-N",FLAVORING AGENT OR ADJUVANT
18433-93-7,"CIS- AND TRANS-2-ISOBUTYL-4-METHYL-1,3-DIOXOLANE","3-METHYLBUTYRALDEHYDE PROPYLENE GLYCOL ACETAL; 1,3-dioxolane, 4-methyl-2-(2-methylpropyl); 4-methyl-2-(2-methylpropyl)-1,3-dioxolane; 1,3-dioxolane, 2-isobutyl-4-methyl; 2-isobutyl-4-methyl-1,3-dioxolane; isovaleraldehyde propylene glycol acetal; InChI=1S/C8H16O2/c1-6(2)4-8-9-5-7(3)10-8/h6-8H,4-5H2,1-3H3; InChIKey: PDVLTWPJDBXATJ-UHFFFAOYSA-N",FLAVORING AGENT OR ADJUVANT
67879-60-1,"CIS- AND TRANS-2-ISOPROPYL-4-METHYL-1,3-DIOXOLANE","ISOBUTYRALDEHYDE PROPYLENE GLYCOL ACETAL; 1,3-dioxolane, 4-methyl-2-(1-methylethyl); 4-methyl-2-(1-methylethyl)-1,3-dioxolane; 2-isopropyl-4-methyl-1,3-dioxolane; InChI=1S/C7H14O2/c1-5(2)7-8-4-6(3)9-7/h5-7H,4H2,1-3H3; InChIKey: NWXXKKDLGZLEGH-UHFFFAOYSA-N",FLAVORING AGENT OR ADJUVANT
29725-66-4,CIS- AND TRANS-L-MERCAPTO-P-MENTHAN-3-ONE,"1-MERCAPTO-P-MENTHAN-3-ONE; cyclohexane, 5-mercapto-5-methyl-2-(1-methylethyl); 5-mercapto-5-methyl-2-(1-methylethyl)cyclohexanone; p-menthan-3-one, 1-mercapto-, (+); 1-mercapto-p-menthan-3-one, (+); InChI=1S/C10H18OS/c1-7(2)8-4-5-10(3,12)6-9(8)11/h7-8,12H,4-6H2,1-3H3; InChIKey: LCFWUUYRTYROGC-UHFFFAOYSA-N",FLAVORING AGENT OR ADJUVANT
904929-41-5,(+/-)-CIS- AND TRANS-2-METHYL-2-(4-METHYL-3-PENTENYL)CYCLOPROPANECARBALDEHYDE,"2-METHYL-2-(40METHYL-3-PENTEN-1-YL)CYCLOPROPANECARBOXALDEHYDE; cyclopropanecarboxaldehyde, 2-methyl-2-(4-methyl-3-penten-1-yl); cyclopropanecarboxaldehyde, 2-methyl-2-(4-methyl-3-pentenyl); 2-methyl-2-(4-methyl-3-penten-1-yl)cyclopropanecarboxaldehyde",FLAVORING AGENT OR ADJUVANT
59323-81-8,"(+/-)CIS- AND TRANS-2-PENTYL-4-PROPYL-1,3-OXATHIANE","2-PENTYL-4-PROPYL-1,3-OXATHIANE; 1,3-oxathiane, 2-pentyl-4-propyl",FLAVORING AGENT OR ADJUVANT
57074-37-0,CIS-4-DECENOL,"4-DECENOL, CIS; 4-decen-1-ol, (4Z); 4-decen-1-ol, (Z); 4-decen-1-ol, cis; InChI=1S/C10H20O/c1-2-3-4-5-6-7-8-9-10-11/h6-7,11H,2-5,8-10H2,1H3/b7-6; InChIKey: VUNFOJWKJSYIDH-SREVYHEPSA-N",FLAVORING AGENT OR ADJUVANT
6728-31-0,CIS-4-HEPTENAL,"4-HEPTENAL, CIS; PROPYLIDENEBUTYRALDEHYDE; 4-HEPTENAL, (Z)",FLAVORING AGENT OR ADJUVANT
1775-43-5,CIS-3-HEXENOIC ACID,"3-HEXENOIC ACID, CIS; 3-hexenoic acid, (3Z); 3-hexenoic acid, (Z); InChI=1S/C6H10O2/c1-2-3-4-5-6(7)8/h3-4H,2,5H2,1H3,(H,7,8)/b4-3; InChIKey: XXHDAWYDNSXJQM-ARJAWSKDSA-N",FLAVORING AGENT OR ADJUVANT
928-96-1,CIS-3-HEXEN-1-OL,"3-HEXEN-1-OL, CIS; BLATTERALKOHOL; BETA,GAMMA-HEXENOL; LEAF ALCOHOL; 3-HEXENOL, CIS; NSC-74451; 3-HEXEN-1-OL, (Z); 3-HEXEN-1-OL, (3Z)",FLAVORING AGENT OR ADJUVANT
3681-71-8,CIS-3-HEXEN-1-YL ACETATE,"3-HEXENYL ACETATE, CIS; 3-HEXENYL ETHANOATE, CIS; 3-HEXEN-1-OL, ACETATE, (Z); 3-HEXENYL ACETATE, (Z); 3-HEXEN-1-OL, ACETATE, (3Z)",FLAVORING AGENT OR ADJUVANT
84434-20-8,CIS-3-HEXENYL ACETOACETATE,"3-HEXENYL ACETOACETATE, CIS; butanoic acid, 3-oxo-, (3Z)-3-hexenyl ester; 3-hexenyl 3-oxobutanoate, (Z); InChI=1S/C10H16O3/c1-3-4-5-6-7-13-10(12)8-9(2)11/h4-5H,3,6-8H2,1-2H3/b5-4; InChIKey: JCPGKFSGEPVXMI-PLNGDYQASA-N",FLAVORING AGENT OR ADJUVANT
16491-36-4,CIS-3-HEXENYL BUTYRATE,"3-HEXENYL BUTYRATE, CIS; BETA,GAMMA-HEXENYL BUTYRATE; BUTANOIC ACID, (3Z)-3-HEXENYL ESTER; BUTYRIC ACID, 3-HEXENYL ESTER, (Z); 3-HEXENYL BUTANOATE, CIS; 3-HEXENYL BUTANOATE, (Z); 3-HEXENYL BUTYRATE, (Z)",FLAVORING AGENT OR ADJUVANT
61444-38-0,CIS-3-HEXENYL CIS-3-HEXENOATE,"3-HEXENYL CIS-3-HEXENOATE, CIS; 3-HEXENYL (Z)-3-HEXENOATE, (Z); 3-HEXENYL 3-HEXENOATE, (Z,Z); 3-HEXENOIC ACID, (3Z)-3-HEXENYL ESTER, (3Z)",FLAVORING AGENT OR ADJUVANT
33467-73-1,CIS-3-HEXENYL FORMATE,"3-HEXENYL FORMATE, CIS; 3-HEXENYL METHANOATE, CIS; 3-HEXEN-1-OL, FORMATE, (Z); 3-HEXEN-1-OL, FORMATE, (3Z)",FLAVORING AGENT OR ADJUVANT
31501-11-8,CIS-3-HEXENYL HEXANOATE,"3-HEXENYL HEXANOATE, CIS; HEXANOIC ACID, 3-HEXENYL ESTER, (Z); HEXANOIC ACID, (3Z)-3-HEXENYL ESTER; 3-HEXENYL CAPROATE, CIS; 3-HEXENYL HEXANOATE, (Z)",FLAVORING AGENT OR ADJUVANT
55253-28-6,CIS-5-ISOPROPENYL-CIS-2-METHYLCYCLOPENTAN-1-CARBOXALDEHYDE,"5-ISOPROPENYL-CIS-2-METHYLCYCLOPENTANE-1-CARBOXALDEHYDE, CIS; CYCLOPENTANECARBOXALDEHYDE, 2-METHYL-5-(1-METHYLETHENYL)-, (1R-(1ALPHA,2ALPHA,5ALPHA)); PHOTOCITRAL A, CIS,CIS; 2-METHYL-CIS-5-ISOPROPENYLCYCLOPENTANE-1-CARBOXALDEHYDE, CIS; 2-METHYL-5-(1-METHYLETHENYL)CYCLOPENTANECARBOXALDEHYDE, 1ALPHA,2ALPHA,5ALPHA",FLAVORING AGENT OR ADJUVANT
10340-23-5,CIS-3-NONEN-1-OL,"3-NONEN-1-OL, CIS; 3-nonen-1-ol, (3Z); 3-nonen-1-ol, (Z); InChI=1S/C9H18O/c1-2-3-4-5-6-7-8-9-10/h6-7,10H,2-5,8-9H2,1H3/b7-6; InChIKey: IFTBJDZSLBRRMC-SREVYHEPSA-N",FLAVORING AGENT OR ADJUVANT
693-80-1,CIS-9-OCTADECENYL ACETATE,"OLEYL ACETATE; 9-octadeen-1-ol, 1-acetate, (9Z); 9-octadecen-1-yl 1-acetate, (9Z); 9-octadecen-1-ol, acetate, (9Z); 9-octadecen-1-yl acetate, (9Z); 9-octadecen-1-ol, acetate, (Z); 9-octadecenyl acetate, cis; InChI=1S/C20H38O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-22-20(2)21/h10-11H,3-9,12-19H2,1-2H3/b11-10; InChIKey: GYGAZRPDUOHMAF-KHPPLWFESA-N",FLAVORING AGENT OR ADJUVANT
41653-97-8,CIS-5-OCTENOIC ACID,"5-OCTENOIC ACID, CIS; InChI=1S/C8H14O2/c1-2-3-4-5-6-7-8(9)10/h3-4H,2,5-7H2,1H3,(H,9,10)/b4-3; InChIKey: RRGOKSYVAZDNKR-ARJAWSKDSA-N; 5-octenoic acid, (5Z); 5-octenoic acid, (Z)",FLAVORING AGENT OR ADJUVANT
5392-40-5,CITRAL,"CITRAL; 3,7-DIMETHYL-2,6-OCTADIENAL; 2,6-DIMETHYLOCTADIEN-2,6-AL-8; 2,6-OCTADIENAL, 3,7-DIMETHYL",FLAVORING AGENT OR ADJUVANT
7492-66-2,CITRAL DIETHYL ACETAL,"CITRAL DIETHYL ACETAL; 1,1-DIETHOXY-3,7-DIMETHYL-2,6-OCTADIENE; 3,7-DIMETHYL-2,6-OCTADIENAL DIETHYL ACETAL; 2,6-OCTADIENE, 1,1-DIETHOXY-3,7-DIMETHYL; 2,6-OCTADIENAL, 3,7-DIMETHYL-, DIETHYL ACETAL",FLAVORING AGENT OR ADJUVANT
7549-37-3,CITRAL DIMETHYL ACETAL,"CITRAL DIMETHYL ACETAL; 1,1-DIMETHOXY-3,7-DIMETHYL-2,6-OCTADIENE; 3,7-DIMETHYL-2,6-OCTADIENAL DIMETHYL ACETAL; 2,6-OCTADIENE, 1,1-DIMETHOXY-3,7-DIMETHYL; 2,6-OCTADIENAL, 3,7-DIMETHYL-, DIMETHYL ACETAL",FLAVORING AGENT OR ADJUVANT
5694-82-6,CITRAL GLYCERYL ACETAL,"CITRAL 1,2-GLYCERYL ACETAL; 1,3-dioxolane-4-methanol, 2-(2,6-dimethyl-1,5-heptadien-1-yl); 2-(2,6-dimethyl-1,5-heptadien-1-yl)-1,3-dioxolane-4-methanol; 1,3-dioxolane-4-methanol, 2-(2,6-dimethyl-1,5-heptadienyl); 2-(2,6-dimethyl-1,5-heptadienyl)-1,3-dioxolane-4-methanol; 2,6-octadienal, 3,7-dimethyl, cyclic 1-(hydroxymethyl)-1,2-ethanediyl acetal",FLAVORING AGENT OR ADJUVANT
10444-50-5,CITRAL PROPYLENE GLYCOL ACETAL,"CITRAL PROPYLENE GLYCOL ACETAL; 2-(2,6-DIMETHYL-1,5-HEPTADIENYL)-4-METHYL-1,3-DIOXOLANE; 1,3-DIOXOLANE, 2-(2,6-DIMETHYL-1,5-HEPTADIENYL)-4-METHYL",FLAVORING AGENT OR ADJUVANT
97593-31-2,CITRIC AND FATTY ACID ESTERS OF GLYCEROL,,FLAVORING AGENT OR ADJUVANT
106-23-0,CITRONELLAL,"CITRONELLAL; 3,7-DIMETHYL-6-OCTENAL; RHODINAL; 6-OCTENAL, 3,7-DIMETHYL; CITRONELLAL, BETA; 2,3-DIHYDROCITRAL",FLAVORING AGENT OR ADJUVANT
8000-29-1,"CITRONELLA, OIL (CYMBOPOGON NARDUS RENDLE)","CITRONELLA OIL; OILS, CITRONELLA; CYMBOPOGON NARDUS OIL",FLAVORING AGENT OR ADJUVANT
106-22-9,DL-CITRONELLOL,"CITRONELLOL; CITRONELLOL, BETA; CEPHROL; RODINOL; 2,6-DIMETHYL-2-OCTEN-8-OL; 3,7-DIMETHYL-6-OCTEN-1-OL; 6-OCTEN-1-OL, 3,7-DIMETHYL; CITRONELLOL, DL; CITRONELLOL, (+-)",FLAVORING AGENT OR ADJUVANT
7492-67-3,CITRONELLOXYACETALDEHYDE,"CITRONELLOXYACETALDEHYDE; ACETALDEHYDE, ((3,7-DIMETHYL-6-OCTENYL)OXY); ((3,7-DIMETHYL-6-OCTENYL)OXY)ACETALDEHYDE; CITRONELLYLOXYACETALDEHYDE; MUGET ALDEHYDE; 6,10-DIMETHYL-3-OXA-9-UNDECENAL",FLAVORING AGENT OR ADJUVANT
150-84-5,CITRONELLYL ACETATE,"CITRONELLYL ACETATE; 3,7-DIMETHYL-6-OCTENYL ACETATE; CITRONELLYL ACETATE, BETA; CITRONELLYL ETHANOATE; 3,7-DIMETHYL-6-OCTEN-1-YL ETHANOATE; 6-OCTEN-1-OL, 3,7-DIMETHYL-, ACETATE; 1-ACETOXY-3,7-DIMETHYLOCT-6-ENE; BETA-CITRONELLYL ACETATE",FLAVORING AGENT OR ADJUVANT
68555-57-7,CITRONELLYL ANTHRANILATE,"CITRONELLYL ANTHRANILATE; 3,7-dimethyl-6-octen-1-yl 2-aminobenzoate; 3,7-dimethyl-6-octen-1-yl 1-(2-aminobenzoate); 6-octen-1-ol, 3,7-dimethyl-, 1-(2-aminobenzoate); 6-octen-1-ol, 3,7-dimethyl-, 2-aminobenzoate",FLAVORING AGENT OR ADJUVANT
